DATE,STATION,TOWN,PLACE,HSUN,RADMAX,RADAVG
2009-06-09,TP42,Torre Pacheco,Torre Blanca,10.0,943.0,252.23
2009-07-09,TP42,Torre Pacheco,Torre Blanca,10.0,1020.0,227.08
2009-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,1028.0,222.96
2009-09-09,TP42,Torre Pacheco,Torre Blanca,10.0,1063.0,264.02
2009-10-09,TP42,Torre Pacheco,Torre Blanca,10.0,1037.0,234.46
2009-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,933.0,175.34
2009-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,931.0,244.25
2009-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,953.0,234.86
2009-09-16,TP42,Torre Pacheco,Torre Blanca,9.0,965.0,190.59
2009-09-17,TP42,Torre Pacheco,Torre Blanca,10.0,1006.0,227.76
2009-09-18,TP42,Torre Pacheco,Torre Blanca,10.0,853.0,256.42
2009-09-19,TP42,Torre Pacheco,Torre Blanca,10.0,891.0,249.35
2009-09-21,TP42,Torre Pacheco,Torre Blanca,10.0,1052.0,232.93
2009-09-22,TP42,Torre Pacheco,Torre Blanca,9.0,1047.0,118.44
2009-09-23,TP42,Torre Pacheco,Torre Blanca,10.0,1107.0,145.35
2009-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,867.0,231.93
2009-09-25,TP42,Torre Pacheco,Torre Blanca,10.0,815.0,240.87
2009-09-26,TP42,Torre Pacheco,Torre Blanca,10.0,651.2,127.08
2009-09-29,TP42,Torre Pacheco,Torre Blanca,10.0,1021.0,169.93
2009-09-30,TP42,Torre Pacheco,Torre Blanca,9.0,866.0,129.47
2009-01-10,TP42,Torre Pacheco,Torre Blanca,10.0,774.0,217.27
2009-02-10,TP42,Torre Pacheco,Torre Blanca,10.0,774.0,220.0
2009-03-10,TP42,Torre Pacheco,Torre Blanca,10.0,767.0,220.67
2009-04-10,TP42,Torre Pacheco,Torre Blanca,10.0,776.0,220.97
2009-05-10,TP42,Torre Pacheco,Torre Blanca,10.0,805.0,220.78
2009-06-10,TP42,Torre Pacheco,Torre Blanca,10.0,758.0,215.75
2009-07-10,TP42,Torre Pacheco,Torre Blanca,9.0,737.0,201.1
2009-08-10,TP42,Torre Pacheco,Torre Blanca,10.0,889.0,186.02
2009-09-10,TP42,Torre Pacheco,Torre Blanca,10.0,733.0,205.61
2009-10-10,TP42,Torre Pacheco,Torre Blanca,10.0,804.0,206.18
2009-11-10,TP42,Torre Pacheco,Torre Blanca,10.0,802.0,193.71
2009-12-10,TP42,Torre Pacheco,Torre Blanca,10.0,743.0,204.77
2009-10-14,TP42,Torre Pacheco,Torre Blanca,10.0,903.0,183.76
2009-10-15,TP42,Torre Pacheco,Torre Blanca,9.0,916.0,181.84
2009-10-17,TP42,Torre Pacheco,Torre Blanca,10.0,870.0,183.16
2009-10-18,TP42,Torre Pacheco,Torre Blanca,9.0,876.0,193.06
2009-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,853.0,149.29
2009-10-23,TP42,Torre Pacheco,Torre Blanca,9.0,701.0,191.56
2009-10-24,TP42,Torre Pacheco,Torre Blanca,9.0,683.0,187.23
2009-10-25,TP42,Torre Pacheco,Torre Blanca,9.0,671.6,180.03
2009-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,730.0,173.5
2009-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,692.0,168.83
2009-10-29,TP42,Torre Pacheco,Torre Blanca,9.0,666.1,173.55
2009-10-30,TP42,Torre Pacheco,Torre Blanca,9.0,641.1,169.4
2009-02-11,TP42,Torre Pacheco,Torre Blanca,9.0,786.0,163.01
2009-03-11,TP42,Torre Pacheco,Torre Blanca,9.0,638.1,168.79
2009-04-11,TP42,Torre Pacheco,Torre Blanca,9.0,639.4,164.64
2009-06-11,TP42,Torre Pacheco,Torre Blanca,9.0,688.1,159.06
2009-09-11,TP42,Torre Pacheco,Torre Blanca,9.0,645.8,166.03
2009-10-11,TP42,Torre Pacheco,Torre Blanca,9.0,765.0,148.35
2009-11-11,TP42,Torre Pacheco,Torre Blanca,9.0,621.0,158.1
2010-01-28,TP42,Torre Pacheco,Torre Blanca,9.0,643.7,164.03
2010-01-29,TP42,Torre Pacheco,Torre Blanca,9.0,631.8,161.36
2010-01-30,TP42,Torre Pacheco,Torre Blanca,9.0,672.1,165.8
2010-01-31,TP42,Torre Pacheco,Torre Blanca,9.0,643.0,165.79
2010-01-02,TP42,Torre Pacheco,Torre Blanca,9.0,656.0,170.51
2010-02-02,TP42,Torre Pacheco,Torre Blanca,9.0,768.0,171.7
2010-06-02,TP42,Torre Pacheco,Torre Blanca,9.0,659.6,172.82
2010-02-20,TP42,Torre Pacheco,Torre Blanca,9.0,760.0,202.53
2010-02-22,TP42,Torre Pacheco,Torre Blanca,9.0,985.0,197.08
2010-02-24,TP42,Torre Pacheco,Torre Blanca,10.0,775.0,215.52
2010-02-25,TP42,Torre Pacheco,Torre Blanca,10.0,787.0,171.44
2010-01-03,TP42,Torre Pacheco,Torre Blanca,10.0,803.0,226.79
2010-03-03,TP42,Torre Pacheco,Torre Blanca,9.0,1242.0,229.1
2010-04-03,TP42,Torre Pacheco,Torre Blanca,10.0,809.0,227.71
2010-05-03,TP42,Torre Pacheco,Torre Blanca,9.0,614.1,123.26
2010-09-03,TP42,Torre Pacheco,Torre Blanca,9.0,881.0,201.35
2010-10-03,TP42,Torre Pacheco,Torre Blanca,10.0,862.0,243.98
2010-11-03,TP42,Torre Pacheco,Torre Blanca,10.0,941.0,222.04
2010-03-13,TP42,Torre Pacheco,Torre Blanca,9.0,1012.0,177.59
2010-03-14,TP42,Torre Pacheco,Torre Blanca,10.0,834.0,236.87
2010-03-15,TP42,Torre Pacheco,Torre Blanca,10.0,880.0,243.99
2010-03-16,TP42,Torre Pacheco,Torre Blanca,10.0,1021.0,244.42
2010-03-17,TP42,Torre Pacheco,Torre Blanca,9.0,971.0,223.82
2010-03-18,TP42,Torre Pacheco,Torre Blanca,10.0,737.0,112.64
2010-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,906.0,131.76
2010-03-22,TP42,Torre Pacheco,Torre Blanca,9.0,989.0,219.57
2010-03-25,TP42,Torre Pacheco,Torre Blanca,10.0,1148.0,160.41
2010-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,1095.0,235.45
2010-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,922.0,269.55
2010-03-28,TP42,Torre Pacheco,Torre Blanca,10.0,939.0,251.58
2010-03-29,TP42,Torre Pacheco,Torre Blanca,10.0,1003.0,256.37
2010-03-30,TP42,Torre Pacheco,Torre Blanca,11.0,934.0,285.23
2010-03-31,TP42,Torre Pacheco,Torre Blanca,11.0,976.0,209.12
2010-01-04,TP42,Torre Pacheco,Torre Blanca,11.0,1094.0,249.05
2010-02-04,TP42,Torre Pacheco,Torre Blanca,11.0,911.0,278.97
2010-03-04,TP42,Torre Pacheco,Torre Blanca,10.0,985.0,258.3
2010-04-04,TP42,Torre Pacheco,Torre Blanca,11.0,976.0,282.27
2010-05-04,TP42,Torre Pacheco,Torre Blanca,10.0,906.0,155.54
2010-07-04,TP42,Torre Pacheco,Torre Blanca,10.0,1011.0,269.67
2010-08-04,TP42,Torre Pacheco,Torre Blanca,12.0,1151.0,263.03
2010-09-04,TP42,Torre Pacheco,Torre Blanca,12.0,938.0,295.14
2010-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,1019.0,259.79
2010-11-04,TP42,Torre Pacheco,Torre Blanca,12.0,1062.0,256.9
2010-12-04,TP42,Torre Pacheco,Torre Blanca,11.0,1096.0,225.54
2010-04-15,TP42,Torre Pacheco,Torre Blanca,9.0,1073.0,136.66
2010-04-16,TP42,Torre Pacheco,Torre Blanca,10.0,851.0,126.78
2010-04-18,TP42,Torre Pacheco,Torre Blanca,10.0,1314.0,228.5
2010-04-19,TP42,Torre Pacheco,Torre Blanca,12.0,1159.0,290.75
2010-04-20,TP42,Torre Pacheco,Torre Blanca,9.0,976.0,166.93
2010-04-21,TP42,Torre Pacheco,Torre Blanca,11.0,1075.0,239.11
2010-04-22,TP42,Torre Pacheco,Torre Blanca,10.0,1246.0,187.17
2010-04-23,TP42,Torre Pacheco,Torre Blanca,12.0,1139.0,278.47
2010-04-24,TP42,Torre Pacheco,Torre Blanca,12.0,943.0,308.83
2010-04-25,TP42,Torre Pacheco,Torre Blanca,11.0,1099.0,280.22
2010-04-26,TP42,Torre Pacheco,Torre Blanca,12.0,967.0,322.9
2010-04-27,TP42,Torre Pacheco,Torre Blanca,12.0,1025.0,313.5
2010-04-28,TP42,Torre Pacheco,Torre Blanca,12.0,959.0,316.84
2010-04-29,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,289.66
2010-04-30,TP42,Torre Pacheco,Torre Blanca,11.0,1054.0,255.49
2010-01-05,TP42,Torre Pacheco,Torre Blanca,11.0,1248.0,273.06
2010-02-05,TP42,Torre Pacheco,Torre Blanca,11.0,1145.0,246.81
2010-03-05,TP42,Torre Pacheco,Torre Blanca,9.0,1239.0,183.53
2010-04-05,TP42,Torre Pacheco,Torre Blanca,12.0,1338.0,288.32
2010-05-05,TP42,Torre Pacheco,Torre Blanca,10.0,1402.0,280.38
2010-06-05,TP42,Torre Pacheco,Torre Blanca,12.0,1068.0,314.39
2010-07-05,TP42,Torre Pacheco,Torre Blanca,12.0,1137.0,287.47
2010-08-05,TP42,Torre Pacheco,Torre Blanca,12.0,1065.0,321.91
2010-09-05,TP42,Torre Pacheco,Torre Blanca,12.0,1166.0,308.8
2010-10-05,TP42,Torre Pacheco,Torre Blanca,12.0,1154.0,299.3
2010-11-05,TP42,Torre Pacheco,Torre Blanca,10.0,1136.0,298.02
2010-12-05,TP42,Torre Pacheco,Torre Blanca,12.0,1264.0,252.33
2010-05-13,TP42,Torre Pacheco,Torre Blanca,12.0,1200.0,303.07
2010-05-14,TP42,Torre Pacheco,Torre Blanca,12.0,1301.0,248.21
2010-05-15,TP42,Torre Pacheco,Torre Blanca,12.0,1121.0,340.87
2010-05-16,TP42,Torre Pacheco,Torre Blanca,12.0,1036.0,352.11
2010-05-17,TP42,Torre Pacheco,Torre Blanca,12.0,1008.0,349.9
2010-05-18,TP42,Torre Pacheco,Torre Blanca,12.0,1018.0,354.0
2010-05-19,TP42,Torre Pacheco,Torre Blanca,12.0,1001.0,347.48
2010-05-20,TP42,Torre Pacheco,Torre Blanca,12.0,1005.0,345.36
2010-05-21,TP42,Torre Pacheco,Torre Blanca,12.0,1028.0,353.96
2010-05-22,TP42,Torre Pacheco,Torre Blanca,12.0,1008.0,348.1
2010-05-23,TP42,Torre Pacheco,Torre Blanca,12.0,998.0,343.06
2010-05-24,TP42,Torre Pacheco,Torre Blanca,12.0,997.0,334.62
2010-05-25,TP42,Torre Pacheco,Torre Blanca,12.0,1102.0,321.2
2010-05-26,TP42,Torre Pacheco,Torre Blanca,12.0,1030.0,337.13
2010-05-27,TP42,Torre Pacheco,Torre Blanca,12.0,1011.0,336.21
2010-05-28,TP42,Torre Pacheco,Torre Blanca,10.0,1295.0,221.61
2010-05-29,TP42,Torre Pacheco,Torre Blanca,12.0,1075.0,348.33
2010-05-30,TP42,Torre Pacheco,Torre Blanca,12.0,992.0,346.34
2010-05-31,TP42,Torre Pacheco,Torre Blanca,12.0,1002.0,350.82
2010-01-06,TP42,Torre Pacheco,Torre Blanca,12.0,1093.0,341.09
2010-02-06,TP42,Torre Pacheco,Torre Blanca,11.0,1205.0,266.11
2010-03-06,TP42,Torre Pacheco,Torre Blanca,12.0,1074.0,308.84
2010-04-06,TP42,Torre Pacheco,Torre Blanca,12.0,1026.0,339.57
2010-05-06,TP42,Torre Pacheco,Torre Blanca,12.0,994.0,333.99
2010-06-06,TP42,Torre Pacheco,Torre Blanca,12.0,1272.0,341.75
2010-07-06,TP42,Torre Pacheco,Torre Blanca,12.0,1212.0,329.25
2010-08-06,TP42,Torre Pacheco,Torre Blanca,12.0,997.0,347.44
2010-09-06,TP42,Torre Pacheco,Torre Blanca,12.0,1095.0,245.11
2010-10-06,TP42,Torre Pacheco,Torre Blanca,12.0,1149.0,344.97
2010-11-06,TP42,Torre Pacheco,Torre Blanca,12.0,1246.0,253.94
2010-12-06,TP42,Torre Pacheco,Torre Blanca,12.0,1073.0,339.38
2010-06-13,TP42,Torre Pacheco,Torre Blanca,12.0,1280.0,321.31
2010-06-14,TP42,Torre Pacheco,Torre Blanca,9.0,1368.0,197.21
2010-06-15,TP42,Torre Pacheco,Torre Blanca,10.0,1300.0,169.65
2010-06-16,TP42,Torre Pacheco,Torre Blanca,11.0,1106.0,260.37
2010-06-17,TP42,Torre Pacheco,Torre Blanca,12.0,1002.0,357.0
2010-06-18,TP42,Torre Pacheco,Torre Blanca,12.0,1122.0,338.51
2010-06-19,TP42,Torre Pacheco,Torre Blanca,12.0,1125.0,350.26
2010-06-20,TP42,Torre Pacheco,Torre Blanca,12.0,1207.0,287.33
2010-06-21,TP42,Torre Pacheco,Torre Blanca,12.0,1135.0,346.53
2010-06-22,TP42,Torre Pacheco,Torre Blanca,12.0,1005.0,353.83
2010-06-23,TP42,Torre Pacheco,Torre Blanca,12.0,1006.0,357.66
2010-06-24,TP42,Torre Pacheco,Torre Blanca,12.0,1073.0,350.43
2010-06-25,TP42,Torre Pacheco,Torre Blanca,12.0,1202.0,308.87
2010-06-26,TP42,Torre Pacheco,Torre Blanca,12.0,999.0,350.5
2010-06-27,TP42,Torre Pacheco,Torre Blanca,12.0,979.0,336.37
2010-06-28,TP42,Torre Pacheco,Torre Blanca,10.0,1166.0,306.24
2010-06-29,TP42,Torre Pacheco,Torre Blanca,12.0,983.0,341.64
2010-06-30,TP42,Torre Pacheco,Torre Blanca,12.0,971.0,344.13
2010-01-07,TP42,Torre Pacheco,Torre Blanca,12.0,984.0,345.7
2010-02-07,TP42,Torre Pacheco,Torre Blanca,12.0,964.0,314.29
2010-03-07,TP42,Torre Pacheco,Torre Blanca,12.0,1195.0,167.23
2010-04-07,TP42,Torre Pacheco,Torre Blanca,12.0,1255.0,315.72
2010-05-07,TP42,Torre Pacheco,Torre Blanca,12.0,942.0,334.79
2010-06-07,TP42,Torre Pacheco,Torre Blanca,12.0,960.0,347.06
2010-07-07,TP42,Torre Pacheco,Torre Blanca,12.0,950.0,337.31
2010-08-07,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,318.5
2010-09-07,TP42,Torre Pacheco,Torre Blanca,12.0,931.0,315.93
2010-10-07,TP42,Torre Pacheco,Torre Blanca,12.0,977.0,331.79
2010-11-07,TP42,Torre Pacheco,Torre Blanca,12.0,980.0,324.46
2010-12-07,TP42,Torre Pacheco,Torre Blanca,13.0,985.0,335.86
2010-07-13,TP42,Torre Pacheco,Torre Blanca,12.0,971.0,328.72
2010-07-14,TP42,Torre Pacheco,Torre Blanca,11.0,989.0,324.37
2010-07-15,TP42,Torre Pacheco,Torre Blanca,12.0,1053.0,328.88
2010-07-16,TP42,Torre Pacheco,Torre Blanca,11.0,944.0,293.14
2010-07-17,TP42,Torre Pacheco,Torre Blanca,11.0,995.0,303.21
2010-07-18,TP42,Torre Pacheco,Torre Blanca,12.0,1043.0,292.44
2010-07-19,TP42,Torre Pacheco,Torre Blanca,12.0,981.0,330.77
2010-07-20,TP42,Torre Pacheco,Torre Blanca,12.0,1054.0,322.86
2010-07-21,TP42,Torre Pacheco,Torre Blanca,12.0,1040.0,290.36
2010-07-22,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,313.5
2010-07-23,TP42,Torre Pacheco,Torre Blanca,12.0,1000.0,296.66
2010-07-24,TP42,Torre Pacheco,Torre Blanca,12.0,1021.0,298.46
2010-07-25,TP42,Torre Pacheco,Torre Blanca,12.0,1150.0,320.13
2010-07-26,TP42,Torre Pacheco,Torre Blanca,12.0,1064.0,314.57
2010-07-27,TP42,Torre Pacheco,Torre Blanca,12.0,1187.0,306.17
2010-07-28,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,332.44
2010-07-29,TP42,Torre Pacheco,Torre Blanca,12.0,1164.0,293.66
2010-07-30,TP42,Torre Pacheco,Torre Blanca,12.0,1119.0,273.67
2010-07-31,TP42,Torre Pacheco,Torre Blanca,12.0,943.0,312.41
2010-01-08,TP42,Torre Pacheco,Torre Blanca,12.0,953.0,319.29
2010-02-08,TP42,Torre Pacheco,Torre Blanca,12.0,1052.0,313.3
2010-03-08,TP42,Torre Pacheco,Torre Blanca,11.0,1040.0,296.17
2010-04-08,TP42,Torre Pacheco,Torre Blanca,12.0,1000.0,298.2
2010-05-08,TP42,Torre Pacheco,Torre Blanca,12.0,951.0,301.58
2010-06-08,TP42,Torre Pacheco,Torre Blanca,11.0,1096.0,282.45
2010-07-08,TP42,Torre Pacheco,Torre Blanca,12.0,1077.0,301.78
2010-08-08,TP42,Torre Pacheco,Torre Blanca,12.0,1212.0,273.96
2010-09-08,TP42,Torre Pacheco,Torre Blanca,11.0,1049.0,272.99
2010-10-08,TP42,Torre Pacheco,Torre Blanca,11.0,973.0,201.78
2010-11-08,TP42,Torre Pacheco,Torre Blanca,11.0,918.0,286.77
2010-12-08,TP42,Torre Pacheco,Torre Blanca,12.0,1065.0,282.29
2010-08-13,TP42,Torre Pacheco,Torre Blanca,10.0,1240.0,204.53
2010-08-14,TP42,Torre Pacheco,Torre Blanca,10.0,1221.0,215.36
2010-08-15,TP42,Torre Pacheco,Torre Blanca,12.0,1267.0,279.03
2010-08-16,TP42,Torre Pacheco,Torre Blanca,10.0,1203.0,214.68
2010-08-17,TP42,Torre Pacheco,Torre Blanca,10.0,968.0,135.1
2010-08-18,TP42,Torre Pacheco,Torre Blanca,12.0,1131.0,268.51
2010-08-19,TP42,Torre Pacheco,Torre Blanca,11.0,1240.0,189.45
2010-08-20,TP42,Torre Pacheco,Torre Blanca,12.0,1079.0,298.62
2010-08-21,TP42,Torre Pacheco,Torre Blanca,12.0,935.0,304.7
2010-08-22,TP42,Torre Pacheco,Torre Blanca,12.0,925.0,302.71
2010-08-23,TP42,Torre Pacheco,Torre Blanca,12.0,909.0,295.26
2010-08-24,TP42,Torre Pacheco,Torre Blanca,12.0,916.0,294.3
2010-08-25,TP42,Torre Pacheco,Torre Blanca,12.0,991.0,284.42
2010-08-26,TP42,Torre Pacheco,Torre Blanca,12.0,916.0,294.05
2010-08-27,TP42,Torre Pacheco,Torre Blanca,12.0,897.0,286.66
2010-08-28,TP42,Torre Pacheco,Torre Blanca,11.0,1048.0,273.55
2010-08-29,TP42,Torre Pacheco,Torre Blanca,11.0,1053.0,269.48
2010-08-30,TP42,Torre Pacheco,Torre Blanca,12.0,976.0,285.42
2010-08-31,TP42,Torre Pacheco,Torre Blanca,10.0,1131.0,246.1
2010-01-09,TP42,Torre Pacheco,Torre Blanca,11.0,971.0,251.99
2010-02-09,TP42,Torre Pacheco,Torre Blanca,10.0,1099.0,206.89
2010-03-09,TP42,Torre Pacheco,Torre Blanca,11.0,968.0,268.93
2010-04-09,TP42,Torre Pacheco,Torre Blanca,11.0,901.0,280.15
2010-05-09,TP42,Torre Pacheco,Torre Blanca,10.0,892.0,277.28
2010-06-09,TP42,Torre Pacheco,Torre Blanca,10.0,871.0,274.53
2010-07-09,TP42,Torre Pacheco,Torre Blanca,11.0,884.0,272.36
2010-08-09,TP42,Torre Pacheco,Torre Blanca,10.0,1072.0,257.32
2010-09-09,TP42,Torre Pacheco,Torre Blanca,10.0,915.0,276.17
2010-10-09,TP42,Torre Pacheco,Torre Blanca,10.0,885.0,274.08
2010-11-09,TP42,Torre Pacheco,Torre Blanca,10.0,1035.0,247.77
2010-12-09,TP42,Torre Pacheco,Torre Blanca,10.0,921.0,266.15
2010-09-13,TP42,Torre Pacheco,Torre Blanca,10.0,921.0,244.26
2010-09-14,TP42,Torre Pacheco,Torre Blanca,10.0,1013.0,224.39
2010-09-15,TP42,Torre Pacheco,Torre Blanca,10.0,1030.0,234.21
2010-09-16,TP42,Torre Pacheco,Torre Blanca,10.0,928.0,102.93
2010-09-17,TP42,Torre Pacheco,Torre Blanca,9.0,1041.0,149.89
2010-09-18,TP42,Torre Pacheco,Torre Blanca,10.0,913.0,248.48
2010-09-19,TP42,Torre Pacheco,Torre Blanca,10.0,926.0,235.14
2010-09-21,TP42,Torre Pacheco,Torre Blanca,10.0,851.0,240.83
2010-09-22,TP42,Torre Pacheco,Torre Blanca,10.0,956.0,215.55
2010-09-24,TP42,Torre Pacheco,Torre Blanca,10.0,840.0,243.2
2010-09-25,TP42,Torre Pacheco,Torre Blanca,10.0,1054.0,235.42
2010-09-26,TP42,Torre Pacheco,Torre Blanca,10.0,913.0,235.45
2010-09-27,TP42,Torre Pacheco,Torre Blanca,9.0,1003.0,221.24
2010-09-28,TP42,Torre Pacheco,Torre Blanca,9.0,1016.0,176.48
2010-09-29,TP42,Torre Pacheco,Torre Blanca,10.0,809.0,234.04
2010-01-10,TP42,Torre Pacheco,Torre Blanca,10.0,792.0,229.4
2010-02-10,TP42,Torre Pacheco,Torre Blanca,10.0,784.0,217.95
2010-05-10,TP42,Torre Pacheco,Torre Blanca,10.0,789.0,224.42
2010-06-10,TP42,Torre Pacheco,Torre Blanca,10.0,846.0,215.51
2010-07-10,TP42,Torre Pacheco,Torre Blanca,9.0,993.0,177.95
2010-08-10,TP42,Torre Pacheco,Torre Blanca,10.0,801.0,199.14
2010-11-10,TP42,Torre Pacheco,Torre Blanca,9.0,757.0,163.05
2010-10-13,TP42,Torre Pacheco,Torre Blanca,9.0,897.0,113.78
2010-10-14,TP42,Torre Pacheco,Torre Blanca,9.0,908.0,188.89
2010-10-16,TP42,Torre Pacheco,Torre Blanca,9.0,853.0,164.52
2010-10-17,TP42,Torre Pacheco,Torre Blanca,10.0,921.0,171.83
2010-10-18,TP42,Torre Pacheco,Torre Blanca,10.0,762.0,213.21
2010-10-19,TP42,Torre Pacheco,Torre Blanca,9.0,741.0,204.52
2010-10-20,TP42,Torre Pacheco,Torre Blanca,9.0,725.0,198.93
2010-10-21,TP42,Torre Pacheco,Torre Blanca,9.0,860.0,173.56
2010-10-22,TP42,Torre Pacheco,Torre Blanca,9.0,912.0,174.54
2010-10-24,TP42,Torre Pacheco,Torre Blanca,9.0,681.7,182.14
2010-10-25,TP42,Torre Pacheco,Torre Blanca,9.0,919.0,126.16
2010-10-26,TP42,Torre Pacheco,Torre Blanca,9.0,728.0,197.83
2010-10-27,TP42,Torre Pacheco,Torre Blanca,9.0,687.1,184.97
2010-10-28,TP42,Torre Pacheco,Torre Blanca,9.0,816.0,154.91
2010-10-29,TP42,Torre Pacheco,Torre Blanca,9.0,723.0,155.76
2010-02-11,TP42,Torre Pacheco,Torre Blanca,9.0,657.4,174.17
2010-03-11,TP42,Torre Pacheco,Torre Blanca,9.0,651.5,171.42
2010-04-11,TP42,Torre Pacheco,Torre Blanca,9.0,645.2,166.75
2010-06-11,TP42,Torre Pacheco,Torre Blanca,9.0,695.3,156.08
2010-08-11,TP42,Torre Pacheco,Torre Blanca,9.0,974.0,154.52
2010-10-11,TP42,Torre Pacheco,Torre Blanca,9.0,812.0,151.58
2010-11-11,TP42,Torre Pacheco,Torre Blanca,9.0,622.4,160.87
2010-12-11,TP42,Torre Pacheco,Torre Blanca,9.0,616.3,154.39
2010-11-16,TP42,Torre Pacheco,Torre Blanca,9.0,626.3,152.23
2011-02-02,TP42,Torre Pacheco,Torre Blanca,9.0,975.0,142.97
2011-03-02,TP42,Torre Pacheco,Torre Blanca,9.0,651.9,171.43
2011-04-02,TP42,Torre Pacheco,Torre Blanca,9.0,656.3,172.07
2011-05-02,TP42,Torre Pacheco,Torre Blanca,9.0,657.8,174.02
2011-06-02,TP42,Torre Pacheco,Torre Blanca,9.0,656.4,172.97
2011-08-02,TP42,Torre Pacheco,Torre Blanca,9.0,764.0,129.29
2011-09-02,TP42,Torre Pacheco,Torre Blanca,9.0,653.5,163.72
2011-10-02,TP42,Torre Pacheco,Torre Blanca,9.0,682.7,169.92
2011-11-02,TP42,Torre Pacheco,Torre Blanca,9.0,723.0,171.85
2011-12-02,TP42,Torre Pacheco,Torre Blanca,9.0,675.1,175.15
2011-02-13,TP42,Torre Pacheco,Torre Blanca,9.0,687.8,177.35
2011-02-17,TP42,Torre Pacheco,Torre Blanca,9.0,920.0,178.83
2011-02-18,TP42,Torre Pacheco,Torre Blanca,9.0,739.0,200.98
2011-02-21,TP42,Torre Pacheco,Torre Blanca,10.0,921.0,197.61
2011-02-22,TP42,Torre Pacheco,Torre Blanca,9.0,845.0,141.14
2011-02-23,TP42,Torre Pacheco,Torre Blanca,10.0,848.0,196.3
2011-02-24,TP42,Torre Pacheco,Torre Blanca,10.0,792.0,201.15
2011-02-25,TP42,Torre Pacheco,Torre Blanca,9.0,747.0,205.5
2011-02-26,TP42,Torre Pacheco,Torre Blanca,10.0,778.0,199.14
2011-02-28,TP42,Torre Pacheco,Torre Blanca,9.0,904.0,140.5
2011-01-03,TP42,Torre Pacheco,Torre Blanca,10.0,888.0,210.84
2011-02-03,TP42,Torre Pacheco,Torre Blanca,10.0,795.0,217.35
2011-03-03,TP42,Torre Pacheco,Torre Blanca,9.0,919.0,177.07
2011-05-03,TP42,Torre Pacheco,Torre Blanca,9.0,1086.0,151.39
2011-06-03,TP42,Torre Pacheco,Torre Blanca,9.0,1039.0,176.87
2011-07-03,TP42,Torre Pacheco,Torre Blanca,9.0,991.0,107.2
2011-03-13,TP42,Torre Pacheco,Torre Blanca,10.0,838.0,242.56
2011-03-16,TP42,Torre Pacheco,Torre Blanca,10.0,927.0,236.15
2011-03-17,TP42,Torre Pacheco,Torre Blanca,10.0,949.0,229.51
2011-03-18,TP42,Torre Pacheco,Torre Blanca,10.0,856.0,257.51
2011-03-19,TP42,Torre Pacheco,Torre Blanca,10.0,853.0,256.93
2011-03-22,TP42,Torre Pacheco,Torre Blanca,10.0,1230.0,152.8
2011-03-25,TP42,Torre Pacheco,Torre Blanca,9.0,924.0,216.92
2011-03-26,TP42,Torre Pacheco,Torre Blanca,10.0,922.0,233.03
2011-03-27,TP42,Torre Pacheco,Torre Blanca,10.0,1065.0,260.85
2011-03-28,TP42,Torre Pacheco,Torre Blanca,10.0,1068.0,224.72
2011-03-29,TP42,Torre Pacheco,Torre Blanca,10.0,1238.0,152.53
2011-03-30,TP42,Torre Pacheco,Torre Blanca,10.0,1098.0,251.89
2011-03-31,TP42,Torre Pacheco,Torre Blanca,10.0,889.0,273.23
2011-01-04,TP42,Torre Pacheco,Torre Blanca,11.0,912.0,287.41
2011-02-04,TP42,Torre Pacheco,Torre Blanca,10.0,1043.0,246.11
2011-03-04,TP42,Torre Pacheco,Torre Blanca,9.0,910.0,150.34
2011-04-04,TP42,Torre Pacheco,Torre Blanca,11.0,925.0,257.3
2011-05-04,TP42,Torre Pacheco,Torre Blanca,10.0,936.0,243.21
2011-06-04,TP42,Torre Pacheco,Torre Blanca,10.0,863.0,246.0
2011-07-04,TP42,Torre Pacheco,Torre Blanca,11.0,921.0,288.96
2011-08-04,TP42,Torre Pacheco,Torre Blanca,12.0,941.0,298.05
2011-09-04,TP42,Torre Pacheco,Torre Blanca,11.0,903.0,284.58
2011-10-04,TP42,Torre Pacheco,Torre Blanca,11.0,894.0,282.8
2011-11-04,TP42,Torre Pacheco,Torre Blanca,11.0,1146.0,262.1
2011-12-04,TP42,Torre Pacheco,Torre Blanca,12.0,918.0,293.76
2011-04-13,TP42,Torre Pacheco,Torre Blanca,12.0,925.0,299.55
2011-04-14,TP42,Torre Pacheco,Torre Blanca,11.0,948.0,299.09
2011-04-15,TP42,Torre Pacheco,Torre Blanca,10.0,1057.0,283.73
